UserID,Date,Duration,Device,Location,Participants,CallType,InternetSpeed,FeedbackRating,Comments,ConnectionIssues,AgeGroup,SubscriptionType
32536,2023-10-11,-10,PC,"Tokyo, JPN",71,Class,86.11,1.0,Treatment hear agreement according relate reflect.,True,55+,Free
44923,2022-03-30,48,Tablet,"London, UK",6,Webinar,73.57,3.0,High until management religious fall night deal.,True,35-44,Enterprise
37367,2022-10-24,80,PC,"London, UK",23,Webinar,,4.0,,True,45-54,Free
98217,2024-05-30,61,Tablet,"Sydney, AUS",40,Meeting,45.36,,,True,35-44,Business
48857,2022-09-28,-18,PC,"New York, USA",34,Meeting,,1.0,That sister resource ball quite.,False,35-44,Enterprise
62391,2023-03-23,-27,Phone,"London, UK",33,Meeting,142.05,5.0,Among third place better determine where respond.,True,35-44,Business
26424,2023-06-11,-27,Phone,"Sydney, AUS",86,Webinar,,5.0,,False,25-34,Business
51636,2022-07-02,71,Tablet,"Sydney, AUS",27,Webinar,,,Well open point test general.,True,55+,Enterprise
34387,2022-03-06,116,Phone,"New York, USA",37,Class,,1.0,Head nearly interesting share support.,True,25-34,Pro
84337,2022-09-11,-23,Phone,"New York, USA",59,Webinar,177.34,,Effort blood early sort care.,True,18-24,Free
93545,2024-01-01,55,Phone,"São Paulo, BRA",60,Meeting,111.92,4.0,Tv easy bed herself.,False,45-54,Enterprise
28702,2024-05-09,-13,PC,"Tokyo, JPN",58,Webinar,,,Investment fire rise century catch.,False,45-54,Free
80321,2024-02-15,-23,Tablet,"Sydney, AUS",70,Meeting,28.54,4.0,Hand participant because push indicate cost.,True,45-54,Enterprise
26269,2023-04-12,-16,PC,"London, UK",54,Webinar,181.06,,Almost present finish name wonder blue.,False,35-44,Enterprise
90339,2023-05-25,0,Phone,"São Paulo, BRA",78,Meeting,,,,False,45-54,Pro
32758,2023-02-06,60,Phone,"São Paulo, BRA",4,Webinar,118.79,,,False,25-34,Free
25463,2023-05-11,49,Tablet,"Sydney, AUS",44,Webinar,,3.0,Whatever several week process factor art local.,True,35-44,Pro
22396,2023-01-30,9,PC,"London, UK",26,Meeting,124.65,,Always me president check line challenge.,True,45-54,Business
63814,2021-09-21,48,PC,"Sydney, AUS",14,Class,,,Course provide treatment movement where ok.,True,18-24,Pro
57667,2023-12-01,-6,Phone,"São Paulo, BRA",16,Class,,,Early trip key memory man.,True,55+,Business
70433,2024-02-04,-17,PC,"Tokyo, JPN",47,Class,,,,False,55+,Enterprise
77341,2022-08-20,-4,Tablet,"London, UK",12,Webinar,176.44,,Decade want blue modern indicate available long.,False,35-44,Pro
17652,2023-07-04,-19,Tablet,"Sydney, AUS",77,Class,176.14,5.0,,False,45-54,Pro
42011,2023-04-17,-10,Tablet,"New York, USA",12,Webinar,45.1,,Sit type could try green send actually.,False,45-54,Business
71060,2022-08-25,-16,Tablet,"Sydney, AUS",30,Meeting,,1.0,,False,35-44,Business
38112,2024-01-14,-24,PC,"Sydney, AUS",23,Webinar,3.82,3.0,Professional pressure standard.,False,25-34,Enterprise
57667,2024-05-23,-30,Tablet,"Tokyo, JPN",57,Webinar,37.69,,,True,45-54,Enterprise
66910,2022-10-17,74,PC,"London, UK",73,Webinar,17.95,,We office successful community I listen magazine.,True,55+,Enterprise
24956,2021-08-28,-16,Phone,"Tokyo, JPN",40,Class,124.58,2.0,,True,25-34,Pro
49225,2023-04-11,71,PC,"Tokyo, JPN",58,Class,,1.0,,False,45-54,Free
68991,2022-06-16,-1,Phone,"São Paulo, BRA",85,Meeting,85.6,,Available raise the general project sense time front.,True,18-24,Pro
88190,2022-02-07,-11,Tablet,"New York, USA",60,Class,,,Professor learn heart street shake my hundred.,True,45-54,Business
49295,2022-12-29,33,PC,"São Paulo, BRA",76,Meeting,,5.0,Book develop adult population trade.,True,45-54,Enterprise
45527,2024-07-06,-25,Phone,"Tokyo, JPN",12,Webinar,,3.0,Join position left second effort wife marriage.,False,45-54,Enterprise
49755,2022-11-30,0,Phone,"New York, USA",59,Meeting,,,Because worker individual over cut environment.,True,55+,Enterprise
39551,2022-12-27,-24,Phone,"Tokyo, JPN",81,Webinar,152.24,3.0,Help teacher sense song sometimes long country.,False,45-54,Free
71567,2023-08-13,81,Phone,"London, UK",40,Class,,1.0,Imagine foot far idea score group piece.,True,45-54,Free
41029,2023-08-26,-26,Phone,"Sydney, AUS",66,Class,,4.0,Character institution unit like hospital performance.,True,45-54,Pro
53197,2022-11-04,77,PC,"Sydney, AUS",99,Webinar,,,Example movie TV citizen rock friend.,False,25-34,Enterprise
68713,2023-10-31,-19,Phone,"São Paulo, BRA",49,Webinar,186.64,,,False,18-24,Business
42644,2023-10-14,-8,Tablet,"London, UK",64,Meeting,,,,False,18-24,Pro
27436,2022-02-07,112,PC,"Tokyo, JPN",34,Webinar,,,Through fire million.,False,35-44,Enterprise
47440,2024-02-21,70,PC,"Sydney, AUS",30,Class,18.99,,,False,18-24,Free
82924,2023-09-21,-29,Tablet,"Sydney, AUS",56,Meeting,,5.0,,True,55+,Enterprise
72991,2024-07-05,-23,Phone,"London, UK",30,Webinar,,3.0,Keep reveal receive not number your.,False,35-44,Pro
66910,2022-11-05,0,Phone,"Sydney, AUS",82,Webinar,,3.0,Friend leg factor term expert.,False,18-24,Pro
38665,2023-06-15,-19,Phone,"Sydney, AUS",3,Class,79.77,5.0,End drug avoid identify.,False,35-44,Pro
62391,2021-07-30,103,Phone,"London, UK",80,Webinar,135.88,1.0,Ability night professor recent TV type.,False,18-24,Business
54504,2023-06-22,-28,Tablet,"Tokyo, JPN",23,Meeting,,,Might four may.,False,45-54,Business
49155,2023-11-23,112,Tablet,"New York, USA",19,Meeting,,,,False,18-24,Business
57778,2022-12-24,-16,Phone,"Sydney, AUS",75,Webinar,,1.0,Property recognize task.,False,55+,Pro
41029,2023-06-11,-10,Phone,"Sydney, AUS",84,Webinar,24.22,,Rule pressure partner place process.,True,18-24,Pro
77209,2024-05-27,-26,Tablet,"Sydney, AUS",86,Class,,5.0,Indeed send style on central happen into.,True,45-54,Enterprise
14731,2023-12-07,-29,PC,"Tokyo, JPN",57,Meeting,171.23,,,False,25-34,Free
87158,2021-10-26,-4,PC,"London, UK",83,Class,119.83,,,True,55+,Pro
37753,2024-05-30,107,Phone,"London, UK",30,Webinar,155.1,3.0,Stay news citizen believe option north early star.,False,25-34,Free
77569,2021-10-17,111,PC,"Sydney, AUS",31,Class,65.43,3.0,,False,55+,Free
42644,2023-06-11,-15,Tablet,"São Paulo, BRA",76,Meeting,90.95,5.0,Lead sister they whether chair onto.,False,45-54,Free
24664,2022-03-16,-3,Tablet,"New York, USA",63,Class,182.03,,Training series be fact.,True,25-34,Business
75405,2022-07-30,-12,Tablet,"São Paulo, BRA",68,Webinar,,1.0,Film see ever trial eight former.,True,45-54,Enterprise
77209,2023-08-10,-17,Tablet,"Tokyo, JPN",54,Class,,,Show social as message laugh can bad good.,True,45-54,Free
50858,2022-08-31,107,Tablet,"New York, USA",96,Class,75.16,5.0,Rock interview daughter since step religious should.,False,18-24,Enterprise
77327,2022-01-02,-9,Phone,"New York, USA",37,Class,63.18,5.0,,False,25-34,Free
18774,2022-01-25,-13,PC,"Sydney, AUS",74,Meeting,161.64,,,False,35-44,Business
18774,2021-11-23,1,Phone,"Tokyo, JPN",9,Meeting,148.45,1.0,Along reach attack particular particularly employee brother.,False,35-44,Pro
90970,2022-09-16,-7,Phone,"São Paulo, BRA",11,Meeting,31.96,,Ahead old we exist experience.,False,45-54,Enterprise
89017,2023-04-25,35,Tablet,"Tokyo, JPN",15,Webinar,,,,False,55+,Free
72903,2023-12-08,27,PC,"Sydney, AUS",38,Webinar,,4.0,,True,55+,Business
14199,2022-06-26,51,Tablet,"New York, USA",59,Meeting,,,Just for drug evening between less response.,False,35-44,Free
51636,2023-04-19,0,PC,"São Paulo, BRA",59,Class,184.03,4.0,,False,55+,Free
36779,2022-07-30,-21,PC,"Sydney, AUS",100,Meeting,16.2,5.0,Policy authority guess computer.,False,35-44,Pro
92374,2021-12-01,-26,PC,"London, UK",78,Meeting,152.28,,Garden majority change back key consumer.,False,55+,Business
84275,2024-06-12,81,Tablet,"New York, USA",61,Webinar,,5.0,Move onto heart million else sort according foreign.,True,35-44,Enterprise
86085,2022-06-08,-29,Tablet,"New York, USA",83,Meeting,,4.0,Them realize catch road almost among.,True,35-44,Enterprise
67337,2023-09-25,20,Tablet,"New York, USA",44,Class,17.78,1.0,Light nice foreign.,False,55+,Pro
89247,2022-01-23,-1,Tablet,"Tokyo, JPN",100,Webinar,136.1,3.0,Character central themselves stuff old end week.,False,35-44,Business
89827,2022-01-11,110,Tablet,"New York, USA",75,Class,,,,True,35-44,Enterprise
58832,2022-03-18,102,Phone,"São Paulo, BRA",12,Class,,,Indicate personal prove road film take court.,True,35-44,Enterprise
64873,2021-11-28,29,PC,"Sydney, AUS",13,Class,154.4,3.0,Wall bag single today.,True,25-34,Pro
28702,2024-03-24,89,Phone,"Tokyo, JPN",6,Webinar,73.5,,Protect television world.,False,25-34,Pro
46829,2024-04-30,-5,PC,"Sydney, AUS",87,Class,,,Leave evening civil.,False,25-34,Pro
19120,2022-10-29,-26,PC,"Tokyo, JPN",48,Class,186.92,3.0,Head financial end mind.,False,45-54,Pro
28702,2022-05-04,56,Tablet,"Sydney, AUS",4,Webinar,,,Past question push garden which mouth major.,False,25-34,Free
67945,2023-04-13,-27,PC,"London, UK",5,Webinar,,,Seven key recognize bar sure leg national throw.,True,18-24,Free
71225,2023-08-02,28,Phone,"São Paulo, BRA",68,Webinar,,,,True,45-54,Enterprise
23943,2024-02-13,-4,Phone,"São Paulo, BRA",3,Class,103.56,,Outside officer short machine remember what.,False,25-34,Enterprise
99481,2023-03-01,86,Phone,"Sydney, AUS",9,Class,109.27,,,False,35-44,Business
49155,2023-05-22,3,Tablet,"London, UK",94,Class,,2.0,Month environmental blue hundred.,False,25-34,Enterprise
66939,2024-03-01,62,PC,"New York, USA",92,Webinar,8.36,1.0,Practice hard know away spring later.,False,35-44,Enterprise
91393,2021-12-15,-15,PC,"London, UK",37,Webinar,172.57,,,False,45-54,Enterprise
23804,2021-09-01,-2,Tablet,"London, UK",64,Class,,,,True,55+,Business
49848,2022-12-31,-28,Phone,"Sydney, AUS",40,Webinar,,,Consider become firm beat point message glass.,True,35-44,Enterprise
38863,2023-11-27,82,PC,"Tokyo, JPN",47,Class,160.42,1.0,Laugh figure ready school political station.,False,18-24,Pro
92139,2022-10-31,-6,Tablet,"Tokyo, JPN",73,Meeting,,,Learn appear situation.,True,55+,Pro
31907,2022-02-02,-18,Phone,"Sydney, AUS",32,Meeting,6.16,,Table law draw official how hear music.,True,35-44,Business
47241,2022-10-18,-24,Phone,"Tokyo, JPN",26,Meeting,28.01,4.0,Interesting foot blue church.,False,18-24,Business
87279,2023-08-05,45,Phone,"São Paulo, BRA",38,Webinar,170.42,3.0,,True,25-34,Pro
20955,2021-11-08,-30,Phone,"São Paulo, BRA",48,Webinar,160.93,5.0,,False,45-54,Enterprise
27282,2021-09-24,53,PC,"Sydney, AUS",83,Meeting,,2.0,Dog order part job teacher artist budget.,True,45-54,Free
28702,2023-09-13,16,Tablet,"London, UK",21,Webinar,187.01,,Check goal range ask.,False,25-34,Business
31608,2022-03-26,81,Phone,"London, UK",76,Class,,5.0,Throughout consumer institution trip listen toward word former.,True,18-24,Free
87158,2021-12-27,-6,Phone,"London, UK",99,Class,83.9,,Receive stop approach five boy bad computer.,False,45-54,Pro
61617,2023-11-13,-9,Tablet,"Tokyo, JPN",10,Class,,,Improve collection body just south.,False,55+,Pro
66346,2022-09-22,-8,Phone,"Sydney, AUS",52,Meeting,152.37,3.0,Suggest lawyer loss show.,False,45-54,Pro
84154,2023-06-15,-29,Tablet,"São Paulo, BRA",54,Meeting,192.57,,,True,45-54,Enterprise
72454,2024-01-16,-21,PC,"New York, USA",51,Class,91.99,,,False,45-54,Enterprise
95873,2021-11-09,69,Tablet,"London, UK",34,Class,,3.0,Rather national common idea.,True,35-44,Business
66910,2022-11-27,-14,Phone,"Sydney, AUS",80,Class,122.6,,Save executive debate both action.,False,55+,Business
33969,2024-06-08,-24,Phone,"New York, USA",6,Meeting,,,,True,35-44,Business
85845,2022-11-23,-11,Phone,"Sydney, AUS",65,Class,,4.0,Need middle some four medical.,True,45-54,Business
72844,2023-11-06,116,Phone,"Tokyo, JPN",34,Class,156.8,,,False,25-34,Pro
39660,2024-07-07,74,PC,"New York, USA",57,Webinar,,,Skin defense present.,False,18-24,Pro
79901,2022-12-04,-13,Phone,"Tokyo, JPN",68,Webinar,63.44,,Son receive example.,False,55+,Enterprise
64873,2022-12-27,-22,PC,"Sydney, AUS",99,Webinar,,,With store firm itself.,False,35-44,Free
91379,2023-08-20,-13,Tablet,"Sydney, AUS",99,Meeting,,,Study until rate government.,False,45-54,Pro
27635,2022-10-29,-13,Phone,"Sydney, AUS",18,Meeting,123.52,2.0,Little agency alone little arrive establish.,True,25-34,Free
38112,2023-03-05,-20,PC,"London, UK",1,Class,195.6,,Tough kid meet computer we describe rich.,True,35-44,Business
95873,2024-03-10,83,Phone,"São Paulo, BRA",30,Class,148.0,,Would possible us sort themselves.,True,18-24,Enterprise
24660,2022-01-02,-25,PC,"New York, USA",39,Class,,,Case chance woman special up picture.,False,25-34,Enterprise
70547,2023-12-05,25,Tablet,"London, UK",94,Webinar,130.01,,Capital who deep college home include once represent.,True,25-34,Enterprise
86500,2021-07-25,-14,PC,"Tokyo, JPN",86,Meeting,37.77,,Source address high.,True,35-44,Enterprise
92374,2021-08-16,-6,Tablet,"Sydney, AUS",75,Class,,3.0,,True,45-54,Business
84436,2024-03-15,-9,Phone,"New York, USA",82,Webinar,74.14,2.0,Memory consider true radio front us TV under.,False,55+,Business
89017,2024-04-30,-13,Phone,"London, UK",98,Meeting,136.39,,Present lay statement would summer eight deal high.,False,18-24,Free
24664,2023-10-02,107,Phone,"São Paulo, BRA",20,Meeting,,1.0,Democratic who stop able.,False,18-24,Enterprise
29313,2022-02-28,8,Phone,"Tokyo, JPN",59,Class,,3.0,Work prevent strategy believe open agency.,True,25-34,Free
34954,2024-01-05,55,Phone,"New York, USA",9,Webinar,,2.0,Build deal national risk he.,False,35-44,Enterprise
40405,2023-07-27,-1,Tablet,"New York, USA",88,Class,175.04,3.0,,False,55+,Pro
97422,2022-06-28,29,PC,"Sydney, AUS",60,Class,,,Rich major beyond for stage per.,True,45-54,Business
69373,2023-01-06,36,PC,"Tokyo, JPN",79,Meeting,48.89,1.0,Property young family show practice rock husband.,True,25-34,Free
90328,2024-04-24,57,PC,"London, UK",65,Webinar,,,,True,55+,Pro
39551,2023-08-04,39,Phone,"São Paulo, BRA",95,Meeting,,,,False,45-54,Business
66939,2021-12-30,54,Tablet,"Tokyo, JPN",24,Class,95.23,3.0,Attorney body home friend executive gun.,True,55+,Enterprise
73085,2023-11-24,54,Tablet,"London, UK",33,Meeting,66.72,,,True,18-24,Business
53615,2022-02-20,87,PC,"London, UK",98,Class,145.14,4.0,Decade collection probably pull should.,False,35-44,Free
15641,2023-12-17,120,Phone,"Tokyo, JPN",32,Class,121.28,4.0,Would result remain respond particularly tend.,False,45-54,Enterprise
27713,2023-08-15,-19,Tablet,"Sydney, AUS",66,Webinar,,3.0,Which pattern question city worker choose keep.,False,18-24,Pro
40520,2022-06-03,-30,Phone,"São Paulo, BRA",75,Class,84.1,,,True,45-54,Business
71225,2021-11-01,-4,Phone,"Tokyo, JPN",59,Meeting,,2.0,Choice PM prevent nearly.,False,25-34,Free
52004,2022-07-07,5,Phone,"New York, USA",98,Meeting,83.07,1.0,,False,35-44,Free
10980,2022-07-23,-9,Phone,"Tokyo, JPN",3,Meeting,,1.0,Want company effort a artist staff box.,False,55+,Business
50681,2022-04-20,-4,PC,"New York, USA",13,Class,30.63,,Lot here glass blue run maintain.,False,45-54,Free
81298,2022-07-23,52,Phone,"London, UK",39,Class,165.78,1.0,Church color within.,False,55+,Enterprise
36135,2024-02-13,82,PC,"Tokyo, JPN",56,Class,157.09,5.0,,False,35-44,Free
21407,2022-05-03,-9,Phone,"São Paulo, BRA",85,Meeting,,1.0,Decide sister dream yet position wish.,False,18-24,Business
85845,2023-07-27,-23,Phone,"São Paulo, BRA",43,Webinar,151.37,,,False,25-34,Free
55442,2022-03-01,-6,Tablet,"New York, USA",82,Webinar,,4.0,Reveal say test spring serious.,False,45-54,Pro
52791,2022-03-16,-9,PC,"São Paulo, BRA",38,Meeting,142.91,3.0,How particularly scientist low win individual major hit.,True,45-54,Business
76289,2022-12-24,14,Tablet,"Tokyo, JPN",47,Webinar,21.34,,Rule why serve author front growth.,False,18-24,Free
36969,2024-06-19,46,Phone,"São Paulo, BRA",42,Webinar,,4.0,Middle trouble ten loss traditional finish middle.,True,55+,Pro
30985,2021-09-25,49,Tablet,"Sydney, AUS",35,Webinar,30.04,,Soldier evening hope ready raise follow.,False,18-24,Business
90630,2022-09-14,-7,Phone,"São Paulo, BRA",26,Webinar,,,State section some skill line unit difficult.,False,35-44,Enterprise
53485,2022-05-27,56,Tablet,"Sydney, AUS",78,Class,,,New newspaper various already public.,False,45-54,Pro
82924,2021-11-05,-22,Tablet,"New York, USA",73,Meeting,118.85,5.0,Radio must test without director quality employee.,False,25-34,Enterprise
53911,2024-01-05,38,Tablet,"Tokyo, JPN",18,Class,,,Even stand building behavior nature.,True,45-54,Enterprise
40223,2022-04-30,-13,Phone,"New York, USA",47,Class,179.2,1.0,Social age tend month others let.,False,25-34,Free
39389,2021-10-29,-9,Tablet,"Tokyo, JPN",14,Meeting,20.62,5.0,Question different common issue only top.,False,45-54,Pro
64744,2023-06-06,4,Tablet,"Tokyo, JPN",11,Meeting,166.43,,Explain run again street beyond.,True,55+,Enterprise
41091,2024-05-20,-27,Phone,"Tokyo, JPN",41,Meeting,60.75,,Teach investment about right manager give could.,True,25-34,Pro
93598,2022-11-03,-20,Tablet,"London, UK",52,Class,,4.0,Rock travel common talk couple spend little.,True,45-54,Enterprise
75243,2022-05-29,1,PC,"Sydney, AUS",97,Class,161.94,5.0,Side about agreement miss determine.,True,35-44,Business
14643,2021-12-03,-27,Phone,"Tokyo, JPN",68,Class,,,Range evidence leg under television.,False,35-44,Enterprise
10980,2022-02-21,-4,Phone,"São Paulo, BRA",11,Class,27.66,,,False,25-34,Enterprise
99803,2023-10-10,-26,Tablet,"London, UK",63,Class,107.94,5.0,Recent there make still space near.,True,25-34,Business
73032,2023-05-16,58,Tablet,"New York, USA",63,Meeting,,,Western whole cup tell specific learn method him.,False,45-54,Enterprise
81553,2023-04-29,22,PC,"Sydney, AUS",5,Webinar,,,Blood teacher bit somebody many.,False,55+,Free
91379,2021-08-12,-22,Phone,"New York, USA",98,Class,88.83,4.0,Full produce defense huge well lose audience might.,True,35-44,Free
24956,2024-01-07,34,Tablet,"New York, USA",100,Meeting,,,,True,25-34,Pro
61617,2023-10-26,-12,Phone,"Sydney, AUS",77,Class,,,Treatment gas claim.,True,25-34,Enterprise
43812,2022-04-27,8,Phone,"London, UK",32,Meeting,142.57,,,False,45-54,Enterprise
86085,2024-02-07,10,Tablet,"São Paulo, BRA",96,Webinar,,,Direction scientist trade concern even hear.,True,18-24,Enterprise
77304,2021-12-10,-8,PC,"São Paulo, BRA",51,Meeting,193.66,,Million mother radio party let.,False,35-44,Pro
54019,2021-09-18,-15,Phone,"New York, USA",6,Meeting,,1.0,Thought someone example give far have read.,True,45-54,Enterprise
64759,2022-06-14,55,Phone,"Sydney, AUS",21,Webinar,,3.0,Speak institution or environment peace sign him.,True,18-24,Enterprise
74861,2023-04-29,40,Tablet,"New York, USA",91,Meeting,,1.0,Until sing lead fine food.,False,18-24,Free
66939,2024-02-10,44,Tablet,"London, UK",62,Meeting,46.56,1.0,These agreement determine material marriage treat.,False,25-34,Enterprise
12188,2022-08-18,105,Phone,"London, UK",9,Class,113.09,,Policy seek include free upon contain few.,True,45-54,Enterprise
18557,2022-10-23,28,PC,"New York, USA",76,Class,,3.0,,True,25-34,Business
93545,2022-06-29,-30,PC,"São Paulo, BRA",78,Class,,3.0,Parent option four agency.,True,45-54,Enterprise
21863,2023-01-31,31,Phone,"New York, USA",47,Webinar,,3.0,Away serious see usually your.,True,18-24,Free
18341,2024-03-03,34,PC,"Tokyo, JPN",65,Webinar,,,,True,35-44,Free
46829,2022-09-13,11,PC,"São Paulo, BRA",42,Webinar,117.7,,Off vote recently officer sure right film.,True,18-24,Pro
36217,2021-10-17,119,Tablet,"São Paulo, BRA",78,Meeting,62.55,1.0,As marriage gun few work soon suggest grow.,True,25-34,Enterprise
81118,2021-12-01,-14,PC,"Sydney, AUS",17,Class,,1.0,Defense buy camera audience party.,False,35-44,Free
38021,2024-04-28,92,Tablet,"Tokyo, JPN",66,Webinar,12.03,3.0,,True,55+,Free
59213,2022-07-08,95,PC,"New York, USA",32,Meeting,,2.0,Person do reach right report.,True,55+,Enterprise
20942,2023-11-02,-23,Phone,"Sydney, AUS",35,Meeting,114.74,5.0,,True,45-54,Free
69775,2024-06-22,-3,Tablet,"Sydney, AUS",12,Class,,,Boy land house wind four with.,False,55+,Pro
61637,2022-08-16,-12,PC,"São Paulo, BRA",98,Meeting,,1.0,Themselves deep close building purpose raise.,True,35-44,Free
38169,2022-05-03,-18,PC,"London, UK",68,Meeting,84.54,,,True,55+,Enterprise
15047,2023-02-17,-19,Phone,"New York, USA",75,Meeting,,1.0,Medical region they environment computer vote forget can.,True,25-34,Business
25463,2023-06-01,-20,Phone,"Sydney, AUS",41,Webinar,55.12,2.0,Social no yard believe.,True,25-34,Free
42289,2024-02-23,-16,Tablet,"New York, USA",69,Webinar,192.96,,Over letter age full model myself.,True,18-24,Pro
56493,2023-04-09,88,PC,"Sydney, AUS",19,Meeting,,4.0,System water issue debate several onto.,False,25-34,Free
81118,2022-07-24,-3,Phone,"São Paulo, BRA",32,Meeting,92.95,1.0,,True,25-34,Pro
80612,2023-11-02,52,Phone,"São Paulo, BRA",34,Meeting,5.34,,Population develop activity care.,True,35-44,Free
28093,2024-04-11,60,Phone,"Tokyo, JPN",93,Webinar,,4.0,Determine before writer key from nation.,True,35-44,Business
54718,2023-05-25,114,Phone,"São Paulo, BRA",79,Meeting,,,,False,45-54,Pro
99803,2023-06-19,26,Phone,"São Paulo, BRA",3,Webinar,,,Great example agreement term.,False,45-54,Business
41591,2024-03-07,4,PC,"Sydney, AUS",8,Webinar,106.36,2.0,,True,35-44,Free
86568,2024-01-25,-12,Tablet,"London, UK",23,Meeting,,5.0,Scientist growth experience article first.,False,55+,Pro
39389,2023-12-13,-4,Phone,"Sydney, AUS",23,Webinar,8.55,2.0,,False,18-24,Business
45527,2024-04-23,79,Tablet,"London, UK",42,Meeting,5.36,,Better mouth perform again we vote including.,False,45-54,Free
44917,2022-03-29,39,PC,"Tokyo, JPN",82,Webinar,130.19,,,True,45-54,Business
62405,2023-02-26,89,PC,"New York, USA",90,Class,78.93,,Environmental fish piece break mean believe analysis war.,True,55+,Free
97884,2022-09-07,-26,Phone,"New York, USA",31,Webinar,196.49,,Media fear respond.,False,25-34,Pro
24041,2021-10-03,-19,PC,"New York, USA",7,Webinar,,,Figure style truth statement focus happy speech.,False,35-44,Enterprise
38112,2024-05-02,107,PC,"Tokyo, JPN",10,Meeting,,3.0,,True,45-54,Pro
54504,2023-05-12,10,Tablet,"São Paulo, BRA",79,Webinar,,,,True,35-44,Pro
37367,2022-02-09,-17,Phone,"Sydney, AUS",39,Meeting,,,,False,18-24,Enterprise
36217,2022-10-11,-4,PC,"New York, USA",4,Meeting,,,City seat check general send top.,False,45-54,Enterprise
81553,2023-06-24,-9,PC,"São Paulo, BRA",50,Meeting,,3.0,Fill decade address how gun customer.,False,45-54,Enterprise
38021,2022-10-08,-4,Phone,"New York, USA",20,Class,133.83,,Difference apply best part.,True,55+,Free
32758,2022-08-23,-4,Phone,"Tokyo, JPN",74,Meeting,95.78,4.0,Throw girl natural ago as really husband.,True,18-24,Enterprise
49225,2023-03-18,22,PC,"New York, USA",55,Meeting,,2.0,Pick leave local paper.,False,35-44,Free
36217,2023-06-23,-13,Phone,"Sydney, AUS",36,Class,92.17,,,True,25-34,Free
21407,2023-12-21,14,Tablet,"São Paulo, BRA",45,Webinar,,,,False,45-54,Pro
10980,2021-11-08,-9,PC,"Tokyo, JPN",43,Class,,,,False,35-44,Business
73032,2024-05-27,63,PC,"London, UK",39,Class,,,None water help cause tonight street cell.,True,25-34,Enterprise
15641,2023-01-27,-4,Phone,"Tokyo, JPN",98,Class,173.57,5.0,,False,25-34,Free
49225,2021-11-14,25,PC,"London, UK",5,Webinar,,,Alone may remain Mr.,False,55+,Enterprise
77304,2023-09-19,119,PC,"Sydney, AUS",63,Class,,,Part successful now meeting suffer may.,False,18-24,Business
71567,2023-10-27,50,Phone,"London, UK",29,Class,45.8,,Animal eight pressure foot toward husband hotel.,True,45-54,Pro
